CGPA,GPA,Attendance Percentage,Assignment Due Days,Project Due Days,Fees Due,Attendance Alert,GPA Alert,CGPA Alert,Assignment Alert,Project Alert,Fee Alert
7.38,7.64,83,4,12,1,0,0,0,0,0,1
9.23,8.23,89,1,4,1,0,0,0,1,1,1
7.66,7.79,62,6,20,1,1,0,0,0,0,1
7.01,5.1,65,4,6,1,1,1,0,0,1,1
5.97,9.2,64,8,2,0,1,0,1,0,1,0
7.65,7.08,85,3,17,1,0,0,0,0,0,1
5.86,6.19,93,7,1,0,0,0,1,0,1,0
6.08,5.65,83,9,14,1,0,1,0,0,0,1
6.37,7.96,85,8,18,0,0,0,0,0,0,0
8.45,9.45,92,2,5,0,0,0,0,0,1,0
8.53,8.01,61,9,3,1,1,0,0,0,1,1
8.4,6.01,84,6,3,1,0,0,0,0,1,1
6.4,8.92,74,10,16,1,0,0,0,0,0,1
8.11,9.55,53,10,18,0,1,0,0,0,0,0
8.62,8.05,77,5,4,1,0,0,0,0,1,1
8.92,6.03,100,10,7,1,0,0,0,0,0,1
6.19,9.54,88,1,20,0,0,0,0,1,0,0
8.05,9.48,59,10,5,0,1,0,0,0,1,0
9.33,7.96,57,8,19,1,1,0,0,0,0,1
7.11,6.83,65,7,5,0,1,0,0,0,1,0
5.49,5.11,92,9,11,0,0,1,1,0,0,0
8.45,6.55,54,7,9,1,1,0,0,0,0,1
5.17,6.12,78,1,12,1,0,0,1,1,0,1
8.06,7.48,71,4,10,1,0,0,0,0,0,1
6.01,5.26,85,6,6,1,0,1,0,0,1,1
6.17,8.24,79,7,11,1,0,0,0,0,0,1
8.37,6.14,84,4,9,0,0,0,0,0,0,0
5.34,9.46,97,2,20,0,0,0,1,0,0,0
7.37,9.64,78,1,4,1,0,0,0,1,1,1
5.66,7.16,67,9,19,1,1,0,1,0,0,1
6.41,8.48,99,7,18,0,0,0,0,0,0,0
7.8,9.0,95,5,15,0,0,0,0,0,0,0
6.55,8.09,65,2,4,1,1,0,0,0,1,1
5.18,8.1,100,7,6,0,0,0,1,0,1,0
6.35,6.31,60,0,7,0,1,0,0,1,0,0
8.51,5.85,52,9,13,0,1,1,0,0,0,0
7.69,6.52,96,6,16,0,0,0,0,0,0,0
6.35,5.79,82,9,5,1,0,1,0,0,1,1
5.58,8.51,77,0,11,0,0,0,1,1,0,0
6.53,9.4,75,1,17,0,0,0,0,1,0,0
8.05,6.97,73,6,6,1,0,0,0,0,1,1
7.3,9.42,68,9,20,0,1,0,0,0,0,0
9.16,7.53,93,6,19,0,0,0,0,0,0,0
5.87,8.67,71,10,11,1,0,0,1,0,0,1
8.69,9.29,77,8,0,0,0,0,0,0,1,0
5.8,7.88,55,5,0,0,1,0,1,0,1,0
9.12,5.29,80,5,9,1,0,1,0,0,0,1
6.48,7.36,75,8,11,0,0,0,0,0,0,0
5.59,9.67,74,7,8,0,0,0,1,0,0,0
8.76,7.11,99,9,11,1,0,0,0,0,0,1
7.07,8.66,84,8,16,1,0,0,0,0,0,1
8.8,5.5,84,7,11,0,0,1,0,0,0,0
5.69,7.47,54,2,1,0,1,0,1,0,1,0
9.29,5.69,90,9,18,0,0,1,0,0,0,0
5.86,8.79,65,3,1,1,1,0,1,0,1,1
8.61,6.27,88,8,18,1,0,0,0,0,0,1
8.03,5.15,50,0,17,0,1,1,0,1,0,0
7.57,5.12,61,8,17,1,1,1,0,0,0,1
6.78,5.67,77,5,14,1,0,1,0,0,0,1
6.83,7.04,86,7,1,0,0,0,0,0,1,0
5.15,8.67,56,6,12,0,1,0,1,0,0,0
5.23,5.91,96,10,2,1,0,1,1,0,1,1
7.89,8.87,71,1,11,0,0,0,0,1,0,0
8.37,6.5,89,10,19,1,0,0,0,0,0,1
8.11,9.29,70,6,9,1,0,0,0,0,0,1
8.76,8.62,87,1,16,1,0,0,0,1,0,1
5.11,5.33,69,4,16,0,1,1,1,0,0,0
7.33,6.67,54,1,13,1,1,0,0,1,0,1
6.89,5.9,87,2,14,1,0,1,0,0,0,1
9.3,5.28,54,1,3,1,1,1,0,1,1,1
8.3,5.29,82,1,16,1,0,1,0,1,0,1
5.19,9.51,51,1,8,1,1,0,1,1,0,1
5.78,9.52,84,0,12,1,0,0,1,1,0,1
5.5,8.88,79,4,7,1,0,0,1,0,0,1
5.7,7.5,60,9,5,1,1,0,1,0,1,1
5.27,7.28,90,7,15,0,0,0,1,0,0,0
6.88,5.78,77,8,13,0,0,1,0,0,0,0
7.95,5.35,98,3,9,0,0,1,0,0,0,0
9.43,5.05,51,3,10,0,1,1,0,0,0,0
6.17,6.87,54,4,0,0,1,0,0,0,1,0
8.1,6.96,90,7,7,1,0,0,0,0,0,1
7.38,7.31,85,0,3,0,0,0,0,1,1,0
9.39,5.64,96,9,0,1,0,1,0,0,1,1
5.96,5.42,77,0,4,0,0,1,1,1,1,0
5.4,9.54,50,0,9,0,1,0,1,1,0,0
7.2,9.74,55,2,9,1,1,0,0,0,0,1
8.52,9.12,84,5,14,0,0,0,0,0,0,0
8.75,6.94,60,4,11,0,1,0,0,0,0,0
8.55,9.7,97,8,5,0,0,0,0,0,1,0
5.06,6.63,75,2,9,1,0,0,1,0,0,1
9.3,8.0,68,2,8,1,1,0,0,0,0,1
6.84,5.72,99,5,10,0,0,1,0,0,0,0
5.27,5.21,51,8,0,0,1,1,1,0,1,0
6.83,5.18,55,0,18,1,1,1,0,1,0,1
9.05,9.02,92,5,14,0,0,0,0,0,0,0
7.97,5.31,94,10,15,1,0,1,0,0,0,1
7.14,5.54,87,8,11,0,0,1,0,0,0,0
6.22,5.61,86,8,14,0,0,1,0,0,0,0
5.31,7.43,97,6,1,1,0,0,1,0,1,1
6.08,5.17,86,10,13,1,0,1,0,0,0,1
5.55,5.41,81,4,0,1,0,1,1,0,1,1
8.07,7.22,67,7,1,0,1,0,0,0,1,0
9.45,6.91,73,5,17,1,0,0,0,0,0,1
5.61,5.68,61,5,1,1,1,1,1,0,1,1
5.34,7.88,91,1,10,1,0,0,1,1,0,1
7.66,8.09,59,5,13,0,1,0,0,0,0,0
8.47,5.03,90,7,15,0,0,1,0,0,0,0
9.33,5.02,88,3,13,1,0,1,0,0,0,1
8.9,7.61,72,2,18,1,0,0,0,0,0,1
7.0,9.35,73,1,10,0,0,0,0,1,0,0
9.3,5.89,98,3,19,1,0,1,0,0,0,1
7.24,9.16,94,9,11,0,0,0,0,0,0,0
9.36,6.62,89,10,13,1,0,0,0,0,0,1
5.93,6.01,67,10,6,0,1,0,1,0,1,0
8.71,8.59,75,7,1,1,0,0,0,0,1,1
5.26,8.52,99,2,13,1,0,0,1,0,0,1
5.47,9.8,67,7,6,0,1,0,1,0,1,0
6.95,7.35,94,1,3,1,0,0,0,1,1,1
8.09,7.93,82,9,11,1,0,0,0,0,0,1
8.55,9.64,67,6,0,1,1,0,0,0,1,1
5.71,7.09,66,10,10,1,1,0,1,0,0,1
7.56,9.21,88,9,7,1,0,0,0,0,0,1
5.8,5.23,96,8,5,1,0,1,1,0,1,1
7.38,8.9,56,3,16,0,1,0,0,0,0,0
5.02,6.58,62,7,3,0,1,0,1,0,1,0
5.85,7.51,70,4,3,1,0,0,1,0,1,1
8.35,6.32,53,8,4,1,1,0,0,0,1,1
5.12,9.26,72,5,16,0,0,0,1,0,0,0
7.95,8.67,85,10,16,0,0,0,0,0,0,0
8.54,6.41,70,0,0,0,0,0,0,1,1,0
8.2,6.02,50,0,5,0,1,0,0,1,1,0
9.02,9.64,73,0,6,0,0,0,0,1,1,0
9.43,6.79,60,10,4,0,1,0,0,0,1,0
5.46,9.26,72,2,20,0,0,0,1,0,0,0
9.5,6.32,94,0,0,1,0,0,0,1,1,1
9.4,6.12,98,5,8,0,0,0,0,0,0,0
8.49,7.51,76,7,14,1,0,0,0,0,0,1
8.35,6.59,100,1,9,1,0,0,0,1,0,1
6.37,7.4,87,0,5,1,0,0,0,1,1,1
6.01,9.21,78,0,16,0,0,0,0,1,0,0
7.66,8.49,87,0,9,0,0,0,0,1,0,0
7.18,9.38,86,4,4,0,0,0,0,0,1,0
5.31,6.17,81,8,11,0,0,0,1,0,0,0
5.16,5.18,59,5,18,1,1,1,1,0,0,1
8.45,6.17,50,9,20,1,1,0,0,0,0,1
9.2,8.09,65,10,10,0,1,0,0,0,0,0
5.9,8.24,94,4,17,0,0,0,1,0,0,0
9.04,5.14,77,3,0,0,0,1,0,0,1,0
8.94,8.71,60,2,16,1,1,0,0,0,0,1
7.14,7.56,83,0,12,1,0,0,0,1,0,1
6.99,6.51,91,6,1,1,0,0,0,0,1,1
7.96,6.56,100,8,6,0,0,0,0,0,1,0
5.32,5.16,74,10,15,0,0,1,1,0,0,0
8.27,5.3,96,10,11,1,0,1,0,0,0,1
5.58,5.65,51,6,17,0,1,1,1,0,0,0
5.01,7.83,69,7,6,1,1,0,1,0,1,1
7.03,7.51,92,5,0,1,0,0,0,0,1,1
5.07,8.28,89,4,1,1,0,0,1,0,1,1
6.77,7.85,71,9,6,1,0,0,0,0,1,1
5.47,7.77,97,1,0,1,0,0,1,1,1,1
6.86,6.97,62,0,6,1,1,0,0,1,1,1
6.26,9.51,69,10,4,0,1,0,0,0,1,0
5.49,7.07,80,1,5,0,0,0,1,1,1,0
7.86,8.18,69,5,18,0,1,0,0,0,0,0
8.68,9.11,58,4,20,0,1,0,0,0,0,0
6.27,5.25,59,1,20,1,1,1,0,1,0,1
9.5,5.02,58,4,14,1,1,1,0,0,0,1
5.74,7.75,93,1,2,1,0,0,1,1,1,1
8.59,9.79,54,10,20,1,1,0,0,0,0,1
7.08,6.41,97,10,0,1,0,0,0,0,1,1
8.73,7.02,84,2,5,1,0,0,0,0,1,1
7.44,7.1,80,9,17,1,0,0,0,0,0,1
8.44,8.56,74,1,14,0,0,0,0,1,0,0
6.54,6.28,79,4,16,0,0,0,0,0,0,0
6.97,7.32,95,10,8,1,0,0,0,0,0,1
6.07,9.56,79,2,13,1,0,0,0,0,0,1
5.33,5.55,86,7,14,1,0,1,1,0,0,1
6.77,5.32,100,0,1,1,0,1,0,1,1,1
7.03,9.57,83,10,15,0,0,0,0,0,0,0
7.46,8.91,88,1,12,1,0,0,0,1,0,1
8.57,7.38,71,3,9,1,0,0,0,0,0,1
6.65,5.07,67,6,5,0,1,1,0,0,1,0
7.76,5.85,81,0,5,0,0,1,0,1,1,0
9.34,7.41,52,8,7,1,1,0,0,0,0,1
8.87,7.89,80,8,8,0,0,0,0,0,0,0
8.96,8.74,69,2,12,1,1,0,0,0,0,1
8.1,7.13,89,3,3,0,0,0,0,0,1,0
8.95,6.31,74,8,20,0,0,0,0,0,0,0
8.36,8.88,61,2,9,0,1,0,0,0,0,0
9.27,7.4,100,5,6,0,0,0,0,0,1,0
6.85,8.02,93,8,0,1,0,0,0,0,1,1
8.17,7.16,62,7,16,1,1,0,0,0,0,1
7.2,6.72,91,4,19,0,0,0,0,0,0,0
8.26,5.45,98,5,8,1,0,1,0,0,0,1
6.43,6.59,78,9,8,1,0,0,0,0,0,1
8.69,7.81,98,9,0,1,0,0,0,0,1,1
6.94,7.53,79,8,6,1,0,0,0,0,1,1
6.93,6.07,56,5,9,0,1,0,0,0,0,0
9.12,8.7,66,9,17,0,1,0,0,0,0,0
8.13,7.38,52,2,16,0,1,0,0,0,0,0
8.59,8.01,96,8,2,0,0,0,0,0,1,0
9.37,9.67,61,0,8,0,1,0,0,1,0,0
6.3,8.38,87,6,14,1,0,0,0,0,0,1
6.46,7.21,100,5,16,1,0,0,0,0,0,1
8.02,8.28,95,6,5,0,0,0,0,0,1,0
7.28,5.59,97,0,17,0,0,1,0,1,0,0
8.46,6.16,82,2,13,1,0,0,0,0,0,1
8.3,9.62,76,6,7,0,0,0,0,0,0,0
7.88,6.19,92,9,12,1,0,0,0,0,0,1
7.01,6.42,98,8,7,1,0,0,0,0,0,1
5.44,7.07,68,4,9,0,1,0,1,0,0,0
9.38,5.57,51,9,1,0,1,1,0,0,1,0
6.84,5.21,85,7,8,0,0,1,0,0,0,0
9.34,7.79,89,5,16,0,0,0,0,0,0,0
8.51,9.18,73,4,1,1,0,0,0,0,1,1
6.92,9.3,90,2,7,0,0,0,0,0,0,0
5.33,5.3,57,7,16,1,1,1,1,0,0,1
5.91,9.78,73,5,6,1,0,0,1,0,1,1
5.83,7.94,61,1,10,1,1,0,1,1,0,1
5.28,5.3,81,2,6,1,0,1,1,0,1,1
9.08,5.15,77,2,8,1,0,1,0,0,0,1
6.83,9.4,58,9,17,0,1,0,0,0,0,0
5.95,7.91,58,8,5,0,1,0,1,0,1,0
9.41,6.32,66,6,1,0,1,0,0,0,1,0
5.54,8.63,64,7,8,0,1,0,1,0,0,0
6.88,5.63,76,4,13,0,0,1,0,0,0,0
6.34,8.28,74,3,4,0,0,0,0,0,1,0
5.48,9.2,86,1,19,1,0,0,1,1,0,1
9.46,5.55,90,1,8,1,0,1,0,1,0,1
5.56,5.05,80,5,5,0,0,1,1,0,1,0
8.37,8.86,69,10,6,1,1,0,0,0,1,1
9.34,9.2,54,2,20,0,1,0,0,0,0,0
5.73,9.33,75,10,4,1,0,0,1,0,1,1
7.45,5.62,70,3,18,0,0,1,0,0,0,0
5.64,6.41,81,6,12,1,0,0,1,0,0,1
8.54,8.72,98,1,13,1,0,0,0,1,0,1
9.41,6.26,75,6,9,0,0,0,0,0,0,0
5.7,8.97,73,5,8,0,0,0,1,0,0,0
9.36,8.12,54,9,12,0,1,0,0,0,0,0
6.36,8.48,98,5,18,0,0,0,0,0,0,0
6.45,9.64,78,6,17,1,0,0,0,0,0,1
7.62,8.2,78,4,0,1,0,0,0,0,1,1
9.18,5.35,55,9,0,0,1,1,0,0,1,0
5.6,8.59,50,0,17,1,1,0,1,1,0,1
5.77,6.1,81,6,4,0,0,0,1,0,1,0
7.27,8.52,95,4,11,1,0,0,0,0,0,1
5.41,8.29,62,3,14,1,1,0,1,0,0,1
5.48,7.91,87,4,19,1,0,0,1,0,0,1
8.64,7.15,81,10,6,0,0,0,0,0,1,0
7.29,9.07,85,0,17,1,0,0,0,1,0,1
7.92,8.27,99,8,8,1,0,0,0,0,0,1
7.46,9.39,89,5,1,0,0,0,0,0,1,0
7.05,5.35,84,0,18,1,0,1,0,1,0,1
5.73,5.01,71,7,12,0,0,1,1,0,0,0
9.08,9.15,85,0,15,1,0,0,0,1,0,1
9.02,9.42,64,6,12,0,1,0,0,0,0,0
8.75,5.63,90,3,3,1,0,1,0,0,1,1
6.33,6.81,62,10,17,0,1,0,0,0,0,0
8.41,6.94,82,3,14,0,0,0,0,0,0,0
5.55,8.97,92,6,10,0,0,0,1,0,0,0
8.86,5.86,83,2,18,0,0,1,0,0,0,0
7.02,5.98,87,2,6,0,0,1,0,0,1,0
7.21,5.02,83,1,15,1,0,1,0,1,0,1
8.2,9.8,61,6,11,0,1,0,0,0,0,0
7.76,6.86,51,3,6,0,1,0,0,0,1,0
9.4,5.49,74,5,1,0,0,1,0,0,1,0
8.8,5.53,63,7,8,1,1,1,0,0,0,1
6.52,7.28,66,3,19,1,1,0,0,0,0,1
9.47,8.89,61,2,4,0,1,0,0,0,1,0
8.88,5.24,54,2,13,0,1,1,0,0,0,0
5.8,9.28,76,0,17,1,0,0,1,1,0,1
5.02,7.89,76,4,12,0,0,0,1,0,0,0
6.45,8.31,75,1,18,1,0,0,0,1,0,1
5.73,8.94,79,10,10,0,0,0,1,0,0,0
7.16,8.51,75,0,1,1,0,0,0,1,1,1
7.59,7.74,62,10,1,0,1,0,0,0,1,0
8.09,8.81,76,8,7,1,0,0,0,0,0,1
6.51,5.9,53,0,2,0,1,1,0,1,1,0
7.6,7.81,61,1,12,1,1,0,0,1,0,1
8.22,5.41,77,7,8,1,0,1,0,0,0,1
8.87,9.3,100,10,1,0,0,0,0,0,1,0
8.05,9.32,52,9,10,0,1,0,0,0,0,0
8.53,7.46,80,6,2,1,0,0,0,0,1,1
6.78,8.56,90,3,6,1,0,0,0,0,1,1
6.32,7.79,75,8,3,1,0,0,0,0,1,1
6.48,9.79,97,9,1,1,0,0,0,0,1,1
7.23,8.06,66,10,10,1,1,0,0,0,0,1
6.01,8.41,56,2,18,1,1,0,0,0,0,1
5.84,6.34,87,10,3,0,0,0,1,0,1,0
8.2,5.16,90,0,19,1,0,1,0,1,0,1
6.84,7.21,88,7,3,0,0,0,0,0,1,0
6.33,6.47,90,2,18,1,0,0,0,0,0,1
9.32,9.68,54,6,18,0,1,0,0,0,0,0
7.09,9.67,52,1,5,0,1,0,0,1,1,0
6.42,5.48,70,2,12,1,0,1,0,0,0,1
5.36,5.51,61,2,18,0,1,1,1,0,0,0
7.82,5.78,73,9,20,1,0,1,0,0,0,1
5.81,5.19,79,4,12,0,0,1,1,0,0,0
7.08,7.94,91,4,18,1,0,0,0,0,0,1
7.59,6.61,78,6,11,0,0,0,0,0,0,0
8.15,5.29,67,4,1,0,1,1,0,0,1,0
7.99,8.58,66,5,8,0,1,0,0,0,0,0
5.94,5.52,86,8,4,0,0,1,1,0,1,0
7.48,6.43,78,7,2,1,0,0,0,0,1,1
8.58,6.27,80,10,16,1,0,0,0,0,0,1
7.48,9.02,94,10,8,0,0,0,0,0,0,0
8.13,7.18,90,5,9,0,0,0,0,0,0,0
7.64,6.63,58,10,5,0,1,0,0,0,1,0
7.92,8.28,100,4,1,0,0,0,0,0,1,0
8.13,9.66,90,0,5,0,0,0,0,1,1,0
8.79,7.39,59,5,12,1,1,0,0,0,0,1
7.56,6.0,92,1,5,0,0,0,0,1,1,0
5.67,9.78,97,4,14,1,0,0,1,0,0,1
5.94,5.17,84,10,17,1,0,1,1,0,0,1
8.9,8.94,56,3,7,1,1,0,0,0,0,1
9.0,5.43,77,1,4,1,0,1,0,1,1,1
7.37,5.17,93,10,15,0,0,1,0,0,0,0
9.31,8.43,94,10,10,1,0,0,0,0,0,1
7.61,8.94,69,2,10,1,1,0,0,0,0,1
8.65,6.95,84,6,17,1,0,0,0,0,0,1
8.83,6.31,65,0,5,0,1,0,0,1,1,0
7.84,6.74,56,6,1,0,1,0,0,0,1,0
7.94,6.17,90,3,8,0,0,0,0,0,0,0
9.1,7.68,58,6,13,0,1,0,0,0,0,0
5.57,5.5,98,1,4,1,0,1,1,1,1,1
9.02,9.32,53,6,17,1,1,0,0,0,0,1
7.48,8.68,81,2,13,1,0,0,0,0,0,1
5.62,6.16,56,2,10,0,1,0,1,0,0,0
8.64,5.58,57,3,10,1,1,1,0,0,0,1
5.51,7.63,70,0,6,1,0,0,1,1,1,1
7.89,9.73,55,0,20,0,1,0,0,1,0,0
8.46,6.38,73,7,1,1,0,0,0,0,1,1
5.67,9.61,82,0,8,1,0,0,1,1,0,1
5.33,9.44,96,1,3,0,0,0,1,1,1,0
7.93,9.67,68,10,11,0,1,0,0,0,0,0
7.52,5.7,85,8,5,1,0,1,0,0,1,1
5.52,6.2,73,10,10,0,0,0,1,0,0,0
6.8,9.54,69,5,8,1,1,0,0,0,0,1
6.74,8.65,95,0,0,0,0,0,0,1,1,0
6.39,9.72,97,0,17,0,0,0,0,1,0,0
7.36,7.7,88,9,15,1,0,0,0,0,0,1
6.81,7.51,68,4,5,1,1,0,0,0,1,1
9.4,9.17,88,0,14,1,0,0,0,1,0,1
7.83,6.0,51,1,20,1,1,0,0,1,0,1
7.67,9.17,100,2,6,0,0,0,0,0,1,0
5.39,6.85,50,5,14,1,1,0,1,0,0,1
9.18,9.55,65,4,3,1,1,0,0,0,1,1
7.89,6.06,98,7,10,1,0,0,0,0,0,1
6.52,5.09,100,2,3,1,0,1,0,0,1,1
6.64,8.59,58,4,19,1,1,0,0,0,0,1
5.63,8.91,76,0,3,1,0,0,1,1,1,1
5.21,5.24,56,6,6,1,1,1,1,0,1,1
5.19,9.04,67,4,5,0,1,0,1,0,1,0
5.03,5.82,75,2,20,1,0,1,1,0,0,1
7.47,6.35,70,5,16,1,0,0,0,0,0,1
7.97,5.2,92,6,7,1,0,1,0,0,0,1
6.79,5.73,91,10,15,0,0,1,0,0,0,0
8.92,7.89,57,7,1,0,1,0,0,0,1,0
8.75,8.41,68,0,14,0,1,0,0,1,0,0
7.8,7.19,52,9,13,0,1,0,0,0,0,0
6.19,9.08,72,3,13,1,0,0,0,0,0,1
7.25,8.47,56,1,6,0,1,0,0,1,1,0
8.28,5.78,75,7,16,0,0,1,0,0,0,0
6.98,9.63,80,3,4,1,0,0,0,0,1,1
7.58,5.76,94,9,15,0,0,1,0,0,0,0
8.82,6.81,70,7,12,0,0,0,0,0,0,0
5.94,8.47,93,5,15,1,0,0,1,0,0,1
6.44,6.91,64,8,0,0,1,0,0,0,1,0
7.18,6.97,80,3,6,1,0,0,0,0,1,1
6.63,9.6,54,5,19,0,1,0,0,0,0,0
9.24,9.77,93,9,10,0,0,0,0,0,0,0
8.82,8.97,89,5,15,1,0,0,0,0,0,1
7.63,8.45,78,6,14,0,0,0,0,0,0,0
5.03,8.55,58,4,16,0,1,0,1,0,0,0
5.89,9.77,76,2,6,1,0,0,1,0,1,1
5.05,8.68,66,7,11,1,1,0,1,0,0,1
7.75,5.82,95,10,2,0,0,1,0,0,1,0
5.1,8.18,71,8,16,0,0,0,1,0,0,0
6.82,5.2,78,5,12,0,0,1,0,0,0,0
8.76,9.25,69,8,11,0,1,0,0,0,0,0
6.01,5.03,83,9,11,0,0,1,0,0,0,0
7.76,9.02,58,4,17,1,1,0,0,0,0,1
5.51,7.3,86,5,11,1,0,0,1,0,0,1
5.33,9.65,55,1,20,1,1,0,1,1,0,1
8.82,5.97,67,6,5,1,1,1,0,0,1,1
9.01,9.59,83,7,19,0,0,0,0,0,0,0
5.67,5.3,82,6,19,1,0,1,1,0,0,1
8.07,6.17,59,7,12,1,1,0,0,0,0,1
9.15,8.76,68,5,19,1,1,0,0,0,0,1
5.52,5.48,86,5,2,1,0,1,1,0,1,1
7.02,6.52,67,2,9,0,1,0,0,0,0,0
5.38,5.28,69,8,11,0,1,1,1,0,0,0
7.44,5.05,66,8,10,1,1,1,0,0,0,1
6.19,8.75,93,5,18,0,0,0,0,0,0,0
5.95,9.54,52,6,14,0,1,0,1,0,0,0
5.7,9.22,81,1,3,1,0,0,1,1,1,1
6.62,6.23,91,4,13,0,0,0,0,0,0,0
8.56,6.83,81,2,15,0,0,0,0,0,0,0
8.92,8.82,53,9,4,1,1,0,0,0,1,1
7.87,5.89,69,5,13,1,1,1,0,0,0,1
6.62,7.45,75,7,15,0,0,0,0,0,0,0
5.26,8.41,76,9,4,1,0,0,1,0,1,1
8.96,9.61,88,10,10,1,0,0,0,0,0,1
8.93,6.03,54,1,1,1,1,0,0,1,1,1
5.92,9.24,52,1,3,0,1,0,1,1,1,0
8.9,6.69,75,3,4,1,0,0,0,0,1,1
6.18,5.1,86,10,7,0,0,1,0,0,0,0
7.68,6.78,82,0,20,0,0,0,0,1,0,0
6.57,9.39,58,8,6,0,1,0,0,0,1,0
9.24,7.64,98,3,1,0,0,0,0,0,1,0
5.17,5.73,53,2,12,1,1,1,1,0,0,1
6.73,8.84,59,9,14,1,1,0,0,0,0,1
7.3,9.47,69,7,19,1,1,0,0,0,0,1
5.1,6.17,77,10,3,1,0,0,1,0,1,1
5.27,5.79,92,6,8,0,0,1,1,0,0,0
6.37,5.35,77,1,10,1,0,1,0,1,0,1
9.43,8.98,84,1,6,0,0,0,0,1,1,0
7.03,9.2,92,2,5,1,0,0,0,0,1,1
7.36,5.99,97,4,1,1,0,1,0,0,1,1
6.35,8.29,85,0,3,0,0,0,0,1,1,0
6.73,7.4,57,8,4,0,1,0,0,0,1,0
7.47,9.36,85,1,17,1,0,0,0,1,0,1
6.66,6.78,90,8,14,0,0,0,0,0,0,0
6.53,8.64,95,1,16,0,0,0,0,1,0,0
7.41,8.84,85,2,12,0,0,0,0,0,0,0
7.15,8.67,76,2,13,0,0,0,0,0,0,0
5.27,8.12,63,3,11,1,1,0,1,0,0,1
9.47,9.29,94,6,12,0,0,0,0,0,0,0
7.53,6.74,94,6,1,1,0,0,0,0,1,1
9.22,9.24,61,10,18,1,1,0,0,0,0,1
7.73,6.33,91,0,6,1,0,0,0,1,1,1
8.21,5.05,94,4,17,0,0,1,0,0,0,0
5.4,7.43,67,9,1,0,1,0,1,0,1,0
7.49,6.81,59,1,12,1,1,0,0,1,0,1
7.54,7.42,56,0,3,1,1,0,0,1,1,1
6.5,5.2,90,0,6,1,0,1,0,1,1,1
8.61,5.2,84,2,16,1,0,1,0,0,0,1
6.3,9.04,61,10,5,0,1,0,0,0,1,0
7.43,8.2,64,1,18,0,1,0,0,1,0,0
8.94,5.71,78,7,14,1,0,1,0,0,0,1
8.37,6.79,61,2,8,0,1,0,0,0,0,0
8.72,8.48,75,3,16,1,0,0,0,0,0,1
8.43,8.66,53,2,18,0,1,0,0,0,0,0
8.74,6.51,53,7,19,0,1,0,0,0,0,0
5.01,8.97,61,2,20,1,1,0,1,0,0,1
6.17,5.01,98,3,4,1,0,1,0,0,1,1
5.79,5.26,70,7,3,1,0,1,1,0,1,1
8.98,5.94,88,9,2,0,0,1,0,0,1,0
5.75,5.63,59,5,12,1,1,1,1,0,0,1
6.94,5.9,52,3,0,1,1,1,0,0,1,1
9.43,8.04,99,10,8,1,0,0,0,0,0,1
5.37,7.76,63,6,1,0,1,0,1,0,1,0
6.14,9.58,76,10,17,0,0,0,0,0,0,0
8.05,5.52,68,5,15,1,1,1,0,0,0,1
5.27,9.47,92,2,5,0,0,0,1,0,1,0
6.13,6.09,52,0,6,0,1,0,0,1,1,0
7.09,6.87,89,3,18,0,0,0,0,0,0,0
6.36,9.0,69,10,13,1,1,0,0,0,0,1
9.14,5.56,61,4,14,0,1,1,0,0,0,0
7.77,6.97,86,6,8,0,0,0,0,0,0,0
7.8,9.64,59,4,7,0,1,0,0,0,0,0
8.46,8.55,79,0,2,0,0,0,0,1,1,0
6.96,9.28,93,7,17,0,0,0,0,0,0,0
6.08,9.41,56,9,16,0,1,0,0,0,0,0
5.94,7.99,56,10,15,1,1,0,1,0,0,1
6.22,7.29,53,5,16,1,1,0,0,0,0,1
8.74,7.74,82,2,3,1,0,0,0,0,1,1
6.62,6.7,83,1,3,0,0,0,0,1,1,0
5.91,6.03,63,3,15,1,1,0,1,0,0,1
8.93,8.35,83,0,14,1,0,0,0,1,0,1
6.4,9.12,98,4,15,1,0,0,0,0,0,1
5.7,7.53,52,10,14,0,1,0,1,0,0,0
5.18,5.19,93,4,6,1,0,1,1,0,1,1
8.59,7.54,72,8,8,1,0,0,0,0,0,1
7.69,5.31,69,1,19,0,1,1,0,1,0,0
5.85,5.07,71,8,15,0,0,1,1,0,0,0
9.17,7.19,95,2,18,0,0,0,0,0,0,0
5.27,5.99,78,10,11,1,0,1,1,0,0,1
8.33,5.99,54,7,4,0,1,1,0,0,1,0
8.92,9.31,68,9,2,0,1,0,0,0,1,0
6.0,6.12,77,6,20,1,0,0,0,0,0,1
8.37,5.88,78,8,9,1,0,1,0,0,0,1
7.97,6.18,83,10,13,1,0,0,0,0,0,1
7.96,5.32,52,7,6,1,1,1,0,0,1,1
8.69,6.6,65,2,4,1,1,0,0,0,1,1
9.18,8.96,89,2,9,1,0,0,0,0,0,1
5.31,5.88,74,2,5,1,0,1,1,0,1,1
8.13,7.66,89,0,4,0,0,0,0,1,1,0
8.88,8.73,55,3,2,1,1,0,0,0,1,1
6.02,7.89,57,4,9,0,1,0,0,0,0,0
8.36,8.55,52,1,12,0,1,0,0,1,0,0
8.89,6.62,97,0,11,1,0,0,0,1,0,1
6.22,5.51,79,1,4,0,0,1,0,1,1,0
7.72,9.24,51,6,19,1,1,0,0,0,0,1
6.82,5.16,67,2,17,0,1,1,0,0,0,0
5.79,5.85,59,4,16,1,1,1,1,0,0,1
7.57,8.42,82,5,7,0,0,0,0,0,0,0
